app_id,title,date_release,win,mac,linux,rating,positive_ratio,user_reviews,price_final,price_original,discount,steam_deck,tags
433550,DARQ: Complete Edition,2019-08-15,TRUE,FALSE,FALSE,Very Positive,93,3122,19.99,19.99,0,TRUE,"Horror,Dark,Adventure,Singleplayer,Puzzle,Atmospheric,Psychological Horror,Puzzle Platformer,Side Scroller,2.5D,Stealth,Third Person,Survival Horror,Surreal,Action-Adventure,Psychedelic,Mystery,Steampunk,Physics,Thriller"
434170,The Jackbox Party Pack 3,2016-10-17,TRUE,TRUE,TRUE,Overwhelmingly Positive,96,4016,24.99,24.99,0,TRUE,"Trivia,Local Multiplayer,Multiplayer,Funny,Casual,Board Game,Party,Indie,Party Game,Comedy,Family Friendly,Strategy,Co-op,Memes"
910320,Three Kingdoms 2019 阿达三国志2019 横版,2018-09-18,TRUE,FALSE,FALSE,Mostly Positive,76,326,0,0,0,TRUE,"Free to Play,Strategy,Historical,Military,Strategy RPG,Wargame,War,Combat,Casual,RPG,Simulation,Foreign,Massively Multiplayer,Building,FPS,Turn-Based,Singleplayer"
284750,Enigmatis: The Ghosts of Maple Creek,2014-10-16,TRUE,TRUE,TRUE,Very Positive,84,1002,9.99,9.99,0,TRUE,"Hidden Object,Adventure,Casual,Point & Click,Female Protagonist,Horror,Puzzle,Mystery,Detective,Story Rich,Singleplayer,Fantasy,Family Friendly,Atmospheric,2D,Indie,Great Soundtrack,Cartoony"
298930,Darkness Within 1: In Pursuit of Loath Nolder,2014-11-13,TRUE,FALSE,FALSE,Mostly Positive,74,450,7.99,7.99,0,TRUE,"Adventure,Horror,Lovecraftian,Point & Click,Indie,Psychological Horror,Puzzle,Atmospheric,Detective,First-Person,Great Soundtrack"
308270,Buzz Aldrin's Space Program Manager,2014-10-31,TRUE,TRUE,FALSE,Mostly Positive,75,381,29.99,29.99,0,TRUE,"Simulation,Strategy,Space,Management,Cold War,Multiplayer,Singleplayer,Historical,Turn-Based,Turn-Based Strategy,Replay Value,Strategy RPG"
325990,Train Simulator: Semmeringbahn - Mürzzuschlag to Gloggnitz Route Add-On,2015-12-11,TRUE,FALSE,FALSE,Very Positive,87,110,19.99,19.99,0,TRUE,Simulation
362890,Black Mesa,2020-03-06,TRUE,FALSE,TRUE,Overwhelmingly Positive,95,85772,19.99,19.99,0,TRUE,"FPS,Remake,Action,Sci-fi,First-Person,Singleplayer,Classic,Shooter,Atmospheric,Story Rich,Great Soundtrack,Aliens,Adventure,Zombies,Horror,Multiplayer,Indie,Early Access,Mod,Co-op"
382400,Dungeons 2 - A Game of Winter,2015-10-15,TRUE,TRUE,TRUE,Mixed,62,105,7.99,7.99,0,TRUE,"Strategy,RPG,Simulation"
388290,Just Cause™ 3 - Combat Buggy,2015-12-01,TRUE,FALSE,FALSE,Mixed,47,115,1.99,1.99,0,TRUE,"Action,Adventure"
402260,Dead Secret,2016-03-28,TRUE,TRUE,FALSE,Very Positive,80,442,14.99,14.99,0,TRUE,"Adventure,Indie,Psychological Horror,Story Rich,Horror,Mystery,VR,Point & Click,Dark,First-Person,Atmospheric,Puzzle,Exploration,Singleplayer,Female Protagonist"
414700,Outlast 2,2017-04-24,TRUE,FALSE,FALSE,Very Positive,91,34505,29.99,29.99,0,TRUE,"Horror,Psychological Horror,Survival Horror,First-Person,Gore,Singleplayer,Dark,Atmospheric,Violent,Survival,Mature,Action,Nudity,Adventure,Story Rich,Sexual Content,Multiplayer,Parkour,Indie,FPS"
429300,Sepia Tears,2016-01-08,TRUE,TRUE,TRUE,Very Positive,88,886,0,0,0,TRUE,"Visual Novel,Romance,Emotional,Anime,Snow,Dating Sim,Memes,Cute,Story Rich,Text-Based,Funny,Hand-drawn,Narration,Comedy,Modern,Mystery,Atmospheric,Drama,Supernatural,Simulation"
435300,We Know the Devil,2016-02-15,TRUE,TRUE,FALSE,Very Positive,93,689,6.66,6.66,0,TRUE,"Indie,Visual Novel,LGBTQ+,Female Protagonist,Casual,Great Soundtrack,Adventure,Horror,Atmospheric,Psychological Horror,Multiple Endings,Story Rich,Choices Matter,Singleplayer,Replay Value,Dark"
450500,Ace of Seafood,2016-04-08,TRUE,FALSE,FALSE,Very Positive,90,434,11.99,11.99,0,TRUE,"Underwater,Memes,Spectacle fighter,Funny,Comedy,Third-Person Shooter,Naval Combat,Open World,Exploration,Fishing,Shooter,Third Person,3D,Realistic,Controller,Action,Sci-fi,Fantasy,Survival,Atmospheric"
459220,Halo Wars: Definitive Edition,2017-04-20,TRUE,FALSE,FALSE,Very Positive,91,6084,19.99,19.99,0,TRUE,"Strategy,RTS,Base Building,Multiplayer,Sci-fi,Singleplayer,War,Action,Military,Co-op,Great Soundtrack,Simulation,Aliens,Classic,Tactical,Online Co-Op,Sandbox,Story Rich,Shooter,Atmospheric"
563190,de Blob 2,2017-06-22,TRUE,FALSE,FALSE,Very Positive,93,104,19.99,19.99,0,TRUE,"Action,Adventure,Indie,3D Platformer,Platformer,Great Soundtrack,Funny"
469820,Genital Jousting,2018-01-18,TRUE,TRUE,FALSE,Very Positive,92,7427,6.99,6.99,0,TRUE,"Sexual Content,Nudity,Comedy,Action,Multiplayer,NSFW,Indie,Funny,Memes,Mature,Local Multiplayer,Story Rich,Cute,Co-op,Great Soundtrack,Local Co-Op,Casual,Illuminati,Violent,Early Access"
527420,Demon Hunter 3: Revelation,2016-12-01,TRUE,TRUE,TRUE,Very Positive,88,148,9.99,9.99,0,TRUE,"Casual,Adventure,Hidden Object,Point & Click,Female Protagonist,Horror,Mystery,Fantasy,Puzzle,Singleplayer,Story Rich,Atmospheric,2D,Indie,Demons,Family Friendly,Great Soundtrack"
529590,Please Don't Touch Anything 3D,2016-12-07,TRUE,TRUE,FALSE,Very Positive,85,828,9.99,9.99,0,TRUE,"Indie,Casual,Adventure,Puzzle,VR,Horror,Multiple Endings,Singleplayer,Psychological Horror,Funny"
545600,Vigilantes,2018-10-03,TRUE,TRUE,TRUE,Very Positive,80,252,14.99,14.99,0,TRUE,"Strategy,RPG,Violent,Indie,Turn-Based Tactics,Tactical RPG,Turn-Based Combat,Turn-Based,Turn-Based Strategy,Strategy RPG,Crime"
582160,Assassin's Creed® Origins,2017-10-26,TRUE,FALSE,FALSE,Very Positive,86,78755,59.99,59.99,0,TRUE,"Open World,Assassin,Action,RPG,Stealth,Adventure,Parkour,Historical,Singleplayer,Third Person,Story Rich,Action RPG,Exploration,Atmospheric,Multiplayer,Sandbox,Great Soundtrack,Illuminati,Walking Simulator,Heist"
622650,Bendy and the Ink Machine,2017-04-27,TRUE,TRUE,TRUE,Very Positive,89,11843,19.99,19.99,0,TRUE,"Horror,First-Person,Singleplayer,Puzzle,Cartoony,Survival Horror,Cartoon,Dark,Mystery,Indie,Story Rich,Action,Great Soundtrack,Atmospheric,Adventure,Psychological Horror,Violent,Funny,Cute,Free to Play"
765410,Bean Battles,2018-08-22,TRUE,FALSE,FALSE,Very Positive,94,5671,0.49,0.99,50,TRUE,"Action,Indie,Violent,Multiplayer,Battle Royale,Shooter,Great Soundtrack,Memes,Dating Sim,NSFW,Story Rich,Horror,God Game,Epic,Family Friendly,Funny,Difficult,FPS,Atmospheric,Walking Simulator"
841190,Honey I Joined a Cult,2022-11-03,TRUE,FALSE,FALSE,Mostly Positive,79,984,21.99,21.99,0,TRUE,"Simulation,Base Building,Resource Management,Management,Illuminati,Strategy,Sandbox,Funny,Faith,Comedy,Building,Political Sim,Colony Sim,Singleplayer,Pixel Graphics,Psychological,God Game,Dark Humor,2D,Dark Comedy"
367120,Seduce Me the Otome,2015-06-04,TRUE,TRUE,TRUE,Very Positive,86,2149,0,0,0,TRUE,"Free to Play,Nudity,Otome,Visual Novel,Dating Sim,Female Protagonist,Anime,Romance,Sexual Content,Mature,Simulation,Singleplayer,Casual,Choices Matter,Fantasy,Story Rich,Demons,Indie,Comedy,Great Soundtrack"
395620,Ittle Dew 2+,2016-11-15,TRUE,TRUE,TRUE,Very Positive,89,273,14.99,14.99,0,TRUE,"Adventure,Action,Indie,RPG,Female Protagonist,Cute,Great Soundtrack,Puzzle,Funny,Singleplayer"
401628,Batman™: Arkham Knight - GCPD Lockdown,2015-10-28,TRUE,FALSE,FALSE,Mostly Positive,74,103,0.99,1.99,50,TRUE,"Action,Adventure"
457570,Camp Sunshine,2016-10-27,TRUE,TRUE,FALSE,Very Positive,91,220,6.99,6.99,0,TRUE,"Indie,Action,Adventure,Casual,Horror,RPGMaker,Pixel Graphics,Survival Horror,Gore"
467760,Trapper's Delight,2018-03-06,TRUE,TRUE,FALSE,Very Positive,92,223,7.99,7.99,0,TRUE,"Strategy,Action,Casual,Local Multiplayer,Building,Comedy,Multiplayer,Level Editor"
522120,RWBY: Grimm Eclipse - JNPR,2016-10-13,TRUE,TRUE,FALSE,Very Positive,96,176,4.99,4.99,0,TRUE,"Adventure,Indie,Action,Anime"
542770,Castle Must Be Mine,2018-07-13,TRUE,FALSE,FALSE,Very Positive,90,227,15.99,15.99,0,TRUE,"Strategy,Casual,Indie,Tower Defense,VR,Simulation,Early Access"
583270,Cosmic Express,2017-03-16,TRUE,TRUE,TRUE,Very Positive,94,321,9.99,9.99,0,TRUE,"Difficult,Cute,Puzzle,Trains,Space,Relaxing,Strategy,3D,Surreal,Casual,Abstract,Cartoony,Colorful,Minimalist,Stylized,Family Friendly,Atmospheric,Beautiful,Cartoon,Aliens"
589530,Hakuoki: Kyoto Winds,2017-08-24,TRUE,FALSE,FALSE,Very Positive,92,1267,9.99,9.99,0,TRUE,"Visual Novel,Otome,Female Protagonist,Adventure,Anime,Historical,Romance,Story Rich,Dating Sim,Cute,Violent,Multiple Endings"
